date,regime_label,regime_probability
2014-10-07,Transitional,0.9998109771559489
2014-10-08,Stable,0.5450702195354443
2014-10-09,Stable,0.8509962524934533
2014-10-10,Stable,0.9003972359301659
2014-10-13,Stable,0.899712211681855
2014-10-14,Stable,0.9288233532743241
2014-10-15,Stable,0.9140795118402097
2014-10-16,Stable,0.7483887524363957
2014-10-17,Transitional,0.9957595787476177
2014-10-20,Stable,0.7557583125799533
2014-10-21,Stable,0.9152008062262006
2014-10-22,Stable,0.937898411210068
2014-10-27,Stable,0.9464774171724061
2014-10-28,Stable,0.9268965088525931
2014-10-29,Stable,0.8749951762953798
2014-10-30,Stable,0.7671715066717004
2014-10-31,Stable,0.7964364187121937
2014-11-03,Stable,0.9148160682986246
2014-11-05,Stable,0.942268275284878
2014-11-07,Stable,0.9318795811425077
2014-11-10,Stable,0.9495721601884131
2014-11-11,Stable,0.9508295883890282
2014-11-12,Stable,0.9511889615509054
2014-11-13,Stable,0.9519179743693326
2014-11-14,Stable,0.9457849398891147
2014-11-17,Stable,0.9443348212798357
2014-11-18,Stable,0.919038284531038
2014-11-19,Stable,0.93837963964025
2014-11-20,Stable,0.9225694013031623
2014-11-21,Stable,0.935852394062881
2014-11-24,Stable,0.914192622229152
2014-11-25,Stable,0.9329986362624966
2014-11-26,Stable,0.9449034522383976
2014-11-27,Stable,0.9331032950623208
2014-11-28,Stable,0.9288074327443325
2014-12-01,Stable,0.8465459728004059
2014-12-02,Stable,0.88260417714009
2014-12-03,Stable,0.9143599902308908
2014-12-04,Stable,0.8901032953199206
2014-12-05,Stable,0.6224169409246502
2014-12-08,Stable,0.5485255970860518
2014-12-09,Stable,0.8807605337472112
2014-12-10,Stable,0.9247965201892713
2014-12-11,Stable,0.8734469954842382
2014-12-12,Stable,0.5892846568882631
2014-12-15,Transitional,0.9707883301806833
2014-12-16,Transitional,0.9399904634054105
2014-12-17,Stable,0.7880693733816402
2014-12-18,Stable,0.8892407772057114
2014-12-19,Stable,0.8291972022213876
2014-12-22,Stable,0.9311001871910397
2014-12-23,Stable,0.9409017984243145
2014-12-24,Stable,0.899199026663363
2014-12-26,Stable,0.9253002892660358
2014-12-29,Stable,0.940900581726575
2014-12-30,Stable,0.9466849427477662
2014-12-31,Stable,0.927516149209793
2015-01-01,Stable,0.9243426924056981
2015-01-02,Stable,0.8404418294902131
2015-01-05,Stable,0.6320587867263598
2015-01-06,Transitional,0.889118495476364
2015-01-07,Stable,0.6595701773522763
2015-01-08,Stable,0.7605674672073759
2015-01-09,Stable,0.5546249973443143
2015-01-12,Stable,0.8839352722093253
2015-01-13,Stable,0.934323646552322
2015-01-14,Stable,0.9349402125791438
2015-01-15,Stable,0.9437813860548012
2015-01-16,Stable,0.9485644892722048
2015-01-19,Stable,0.9397656255734701
2015-01-20,Stable,0.9477676345329944
2015-01-21,Stable,0.9494011136079584
2015-01-22,Stable,0.9525959116787599
2015-01-23,Stable,0.9493359457661046
2015-01-27,Stable,0.9436244246449608
2015-01-28,Stable,0.8954501498149774
2015-01-29,Stable,0.8916978872647268
2015-01-30,Stable,0.6640403964015891
2015-02-02,Stable,0.8127007740468505
2015-02-03,Stable,0.8009828469699467
2015-02-04,Stable,0.7983846032558434
2015-02-05,Stable,0.8280136474997284
2015-02-06,Stable,0.8040736827348047
2015-02-09,Stable,0.546804401703373
2015-02-10,Stable,0.6493587500006477
2015-02-11,Stable,0.7832981936657726
2015-02-12,Stable,0.8007811420636443
2015-02-13,Stable,0.6489816734083508
2015-02-16,Stable,0.6055278857030105
2015-02-18,Stable,0.700991617216361
2015-02-19,Stable,0.8134559322219128
2015-02-20,Stable,0.9269088048268945
2015-02-23,Stable,0.9390521871562024
2015-02-24,Stable,0.9450957280633557
2015-02-25,Stable,0.9208904704058554
2015-02-26,Stable,0.9367451794890375
2015-02-27,Stable,0.925406183330025
2015-03-02,Stable,0.8036257125183083
2015-03-03,Transitional,0.9185371078080665
2015-03-04,Stable,0.6491865649878337
2015-03-05,Stable,0.7176573354027675
2015-03-09,Stable,0.7809180654102178
2015-03-10,Stable,0.9134415436513931
2015-03-11,Stable,0.9013327503690717
2015-03-12,Stable,0.9328093408560063
2015-03-13,Stable,0.903092485329085
2015-03-16,Stable,0.9299084754839854
2015-03-17,Stable,0.934307532617877
2015-03-18,Stable,0.9246645267985825
2015-03-19,Stable,0.9076018781104057
2015-03-20,Stable,0.9406748763361703
2015-03-23,Stable,0.9462094826810337
2015-03-24,Stable,0.9230975177986814
2015-03-25,Stable,0.8967036801722699
2015-03-26,Stable,0.7267717404753639
2015-03-27,Stable,0.8899620602213836
2015-03-30,Stable,0.838776630364964
2015-03-31,Stable,0.9294992451120336
2015-04-01,Stable,0.9435331680772399
2015-04-06,Stable,0.9378327789336602
2015-04-07,Stable,0.8681589547566887
2015-04-08,Stable,0.785100948095778
2015-04-09,Stable,0.9077714690608177
2015-04-10,Stable,0.9394619723474734
2015-04-13,Stable,0.933633253813885
2015-04-15,Stable,0.8459217478338151
2015-04-16,Stable,0.5650530386219189
2015-04-17,Transitional,0.9729153175966709
2015-04-20,Stable,0.5375431294365498
2015-04-21,Stable,0.8802410869673679
2015-04-22,Stable,0.930365268781796
2015-04-23,Stable,0.9395535088361646
2015-04-24,Stable,0.9116200748202244
2015-04-27,Stable,0.9457551636863679
2015-04-28,Stable,0.9507658057889234
2015-04-29,Stable,0.9473863034347063
2015-04-30,Stable,0.927788449832971
2015-05-04,Stable,0.909990509226513
2015-05-05,Stable,0.7826120376772089
2015-05-06,Transitional,0.5220972360793341
2015-05-07,Transitional,0.773472708530392
2015-05-08,Stable,0.7876735337816514
2015-05-11,Stable,0.8850714422630789
2015-05-12,Stable,0.9019217197340017
2015-05-13,Stable,0.9418687826708387
2015-05-14,Stable,0.943924452266465
2015-05-15,Stable,0.9489195612460367
2015-05-18,Stable,0.949017426293441
2015-05-19,Stable,0.9373425696070615
2015-05-20,Stable,0.8699820550619494
2015-05-21,Stable,0.8986505065807046
2015-05-22,Stable,0.735379018586254
2015-05-25,Stable,0.9051363155179024
2015-05-26,Stable,0.9447620558163848
2015-05-27,Stable,0.9518696319646738
2015-05-28,Stable,0.9527435982154171
2015-05-29,Stable,0.9535958616610827
2015-06-01,Stable,0.9518148496815715
2015-06-02,Stable,0.945107427164244
2015-06-03,Stable,0.950359453134275
2015-06-04,Stable,0.9524090841669035
2015-06-05,Stable,0.9522682030512916
2015-06-08,Stable,0.9504354705978184
2015-06-09,Stable,0.933006675059043
2015-06-10,Stable,0.8765798593415398
2015-06-11,Stable,0.8396863403799731
2015-06-12,Stable,0.6517377087092148
2015-06-15,Stable,0.9028973656151801
2015-06-16,Stable,0.9443446833789388
2015-06-17,Stable,0.9509924885080798
2015-06-18,Stable,0.9445221757809942
2015-06-19,Stable,0.9327229658421827
2015-06-22,Stable,0.8912453987015759
2015-06-23,Stable,0.933696767568031
2015-06-24,Stable,0.9457318132143452
2015-06-25,Stable,0.9282858952641306
2015-06-26,Stable,0.884550774998849
2015-06-29,Stable,0.9259060217362464
2015-06-30,Stable,0.8639025910192983
2015-07-01,Stable,0.8690724544637547
2015-07-02,Stable,0.9271804348891467
2015-07-03,Stable,0.926784224028624
2015-07-06,Stable,0.9211006250208548
2015-07-07,Stable,0.9184571032825238
2015-07-08,Stable,0.8379849797506254
2015-07-09,Stable,0.5365684760425735
2015-07-10,Stable,0.6521271323994907
2015-07-13,Stable,0.8316797730780651
2015-07-14,Stable,0.9108746623855877
2015-07-15,Stable,0.8624681169391071
2015-07-16,Stable,0.9340596652977542
2015-07-17,Stable,0.9340215874169054
2015-07-20,Stable,0.9378534321392084
2015-07-21,Stable,0.9323126437902031
2015-07-22,Stable,0.8978341587084978
2015-07-23,Stable,0.8808343430501262
2015-07-24,Stable,0.934358317375999
2015-07-27,Stable,0.9485767329850381
2015-07-28,Stable,0.9521299280084778
2015-07-29,Stable,0.9491423249958194
2015-07-30,Stable,0.9270802344124847
2015-07-31,Stable,0.9235988375174752
2015-08-03,Stable,0.9473874190956609
2015-08-04,Stable,0.9443647939661229
2015-08-05,Stable,0.9018202223027716
2015-08-06,Stable,0.9225645646632807
