date,regime_label,regime_probability
2014-10-07,Transitional,0.9999999995670805
2014-10-08,Transitional,0.932579303557216
2014-10-09,Transitional,0.920841644535155
2014-10-10,Transitional,0.9411519616392874
2014-10-13,Transitional,0.7980643318083356
2014-10-14,Transitional,0.7545489956797438
2014-10-16,Transitional,0.7715944796938451
2014-10-17,Transitional,0.6968115479105405
2014-10-20,Transitional,0.6930538088339243
2014-10-21,Transitional,0.6407270460547017
2014-10-22,Transitional,0.6574382830338903
2014-10-27,Stable,0.6258725847324604
2014-10-28,Stable,0.7744552656380095
2014-10-29,Stable,0.8307525539212437
2014-10-30,Stable,0.900759459546132
2014-10-31,Stable,0.9243401185183139
2014-11-03,Stable,0.9509482800049186
2014-11-05,Stable,0.9711238168223424
2014-11-07,Stable,0.9770457629391882
2014-11-10,Stable,0.9825209308747439
2014-11-11,Stable,0.9821747449349186
2014-11-12,Stable,0.9795120265916111
2014-11-13,Stable,0.9836988946940389
2014-11-14,Stable,0.9846610957133013
2014-11-17,Stable,0.9810019362071162
2014-11-18,Stable,0.9850196915909026
2014-11-19,Stable,0.9849728877802342
2014-11-20,Stable,0.9864887290589136
2014-11-21,Stable,0.9874870551104757
2014-11-24,Stable,0.9862634621482127
2014-11-25,Stable,0.9805434808531359
2014-11-26,Stable,0.9815986362003264
2014-11-27,Stable,0.9761887356136375
2014-11-28,Stable,0.961432031067205
2014-12-01,Stable,0.9724396681510858
2014-12-02,Stable,0.971679239135779
2014-12-03,Stable,0.9708286681725382
2014-12-04,Stable,0.9744704899211258
2014-12-05,Stable,0.968119887676504
2014-12-08,Stable,0.946352204890661
2014-12-09,Stable,0.9487110929563178
2014-12-10,Stable,0.9563458045701457
2014-12-11,Stable,0.9477589373025644
2014-12-12,Stable,0.9326734271910154
2014-12-15,Stable,0.8922314449349167
2014-12-16,Stable,0.7961889344955699
2014-12-17,Stable,0.7708692901937503
2014-12-18,Stable,0.780227079276819
2014-12-19,Stable,0.8765835121284167
2014-12-22,Stable,0.9112048088079261
2014-12-23,Stable,0.946986218037051
2014-12-24,Stable,0.9602026598135595
2014-12-26,Stable,0.9710419797777322
2014-12-29,Stable,0.9696498008269281
2014-12-30,Stable,0.9761676587562413
2014-12-31,Stable,0.9745003396332029
2015-01-01,Stable,0.9635056789948844
2015-01-02,Stable,0.9343631119155077
2015-01-05,Stable,0.8678321220511934
2015-01-06,Stable,0.7740060480443878
2015-01-07,Stable,0.8651718380579493
2015-01-08,Stable,0.8958784395887754
2015-01-09,Stable,0.9475710879371392
2015-01-12,Stable,0.9676882092950955
2015-01-13,Stable,0.9724229458048416
2015-01-14,Stable,0.9665398600308903
2015-01-15,Stable,0.9450365838650325
2015-01-16,Stable,0.9693658875939349
2015-01-19,Stable,0.9776159022968834
2015-01-20,Stable,0.981371408668032
2015-01-21,Stable,0.981686946003501
2015-01-22,Stable,0.9749587896614013
2015-01-23,Stable,0.9600857856651616
2015-01-27,Stable,0.9571572173859
2015-01-28,Stable,0.9556008645343913
2015-01-29,Stable,0.9440448567533559
2015-01-30,Stable,0.9049676737507025
2015-02-02,Stable,0.8758448727932949
2015-02-03,Stable,0.7952699852681968
2015-02-04,Stable,0.6392559980926735
2015-02-05,Stable,0.5376134485269721
2015-02-06,Stable,0.8628160965007166
2015-02-09,Stable,0.8443793493214553
2015-02-10,Stable,0.6477813750244844
2015-02-11,Stable,0.5769973769715151
2015-02-12,Stable,0.6917549221617643
2015-02-13,Stable,0.8208521104516455
2015-02-16,Stable,0.9091639042232758
2015-02-18,Stable,0.9445111951308293
2015-02-19,Stable,0.9667285697130557
2015-02-20,Stable,0.9736329124318182
2015-02-23,Stable,0.9697316435375128
2015-02-24,Stable,0.9633658013186337
2015-02-25,Stable,0.9423568578090855
2015-02-26,Stable,0.8871363726411048
2015-02-27,Stable,0.865307877837223
2015-03-02,Stable,0.9179797850340351
2015-03-03,Stable,0.9437059763298252
2015-03-04,Stable,0.9624838553928652
2015-03-05,Stable,0.9730556591691852
2015-03-09,Stable,0.973965468310722
2015-03-10,Stable,0.9811990066166927
2015-03-11,Stable,0.9813984518125498
2015-03-12,Stable,0.9743713425576466
2015-03-13,Stable,0.9649294006814609
2015-03-16,Stable,0.9728893516840069
2015-03-17,Stable,0.9714339751363325
2015-03-18,Stable,0.9726223979883873
2015-03-19,Stable,0.9698392494397476
2015-03-20,Stable,0.9563979685719315
2015-03-23,Stable,0.9636413665318947
2015-03-24,Stable,0.955857218028238
2015-03-25,Stable,0.9614037952361021
2015-03-26,Stable,0.9520858588405575
2015-03-27,Stable,0.9636216698455323
2015-03-30,Stable,0.9625886938838977
2015-03-31,Stable,0.9757323963150799
2015-04-01,Stable,0.9798200275543292
2015-04-06,Stable,0.983709431966129
2015-04-07,Stable,0.9872555237288801
2015-04-08,Stable,0.987193806087299
2015-04-09,Stable,0.9845007084322643
2015-04-10,Stable,0.9758824241634236
2015-04-13,Stable,0.9548440959174196
2015-04-15,Stable,0.9198881100565165
2015-04-16,Stable,0.9096393208113026
2015-04-17,Stable,0.865279165246428
2015-04-20,Stable,0.8245547709975203
2015-04-21,Stable,0.8412780219272529
2015-04-22,Stable,0.8693475733901036
2015-04-23,Stable,0.8588165725061406
2015-04-24,Stable,0.8182928452664032
2015-04-27,Stable,0.7415856345283043
2015-04-28,Stable,0.5807959518451501
2015-04-29,Stable,0.5677954432475849
2015-04-30,Stable,0.5106238034808704
2015-05-04,Stable,0.6204929256983123
2015-05-05,Stable,0.710833899583859
2015-05-06,Transitional,0.9563471177891253
2015-05-07,Transitional,0.9608320129314627
2015-05-08,Transitional,0.9784510574371573
2015-05-11,Transitional,0.9638520088470656
2015-05-12,Transitional,0.8248488821192594
2015-05-13,Transitional,0.564295979056064
2015-05-14,Stable,0.7118461137190517
2015-05-15,Stable,0.8530591824511506
2015-05-18,Stable,0.9164161973237568
2015-05-19,Stable,0.9442308339937595
2015-05-20,Stable,0.9613977706334986
2015-05-21,Stable,0.9676921390068091
2015-05-22,Stable,0.9654490606360828
2015-05-25,Stable,0.9485066928018087
2015-05-26,Stable,0.9048278642264793
2015-05-27,Stable,0.8019464649525976
2015-05-28,Stable,0.8014887619006038
2015-05-29,Stable,0.7472486603474864
2015-06-01,Stable,0.7289954323526727
2015-06-02,Stable,0.6486077381958818
2015-06-03,Stable,0.6823485328545332
2015-06-04,Stable,0.754777463671825
2015-06-05,Stable,0.7863397608235011
2015-06-08,Stable,0.7764291827722034
2015-06-09,Stable,0.7544911984142071
2015-06-10,Stable,0.6889914077202461
2015-06-11,Stable,0.6627276083326621
2015-06-12,Stable,0.820673351515913
2015-06-15,Stable,0.8829155289527602
2015-06-16,Stable,0.9227010634977029
2015-06-17,Stable,0.9505023695083974
2015-06-18,Stable,0.963513425487698
2015-06-19,Stable,0.9751208395076967
2015-06-22,Stable,0.9778609228126747
2015-06-23,Stable,0.9820537675546084
2015-06-24,Stable,0.9795570575731218
2015-06-25,Stable,0.9803037960130054
2015-06-26,Stable,0.9780873087805936
2015-06-29,Stable,0.9689629334935126
2015-06-30,Stable,0.9762468129605434
2015-07-01,Stable,0.9770563538065081
2015-07-02,Stable,0.9799218210500104
2015-07-03,Stable,0.9765908377171525
2015-07-06,Stable,0.9663459345026842
2015-07-07,Stable,0.9380568070273803
2015-07-08,Stable,0.8755242428238035
2015-07-09,Stable,0.9254162747237601
2015-07-10,Stable,0.9467079391654479
2015-07-13,Stable,0.9475236895912319
2015-07-14,Stable,0.962841221549415
2015-07-15,Stable,0.9726133646956476
2015-07-16,Stable,0.9824944208961887
2015-07-17,Stable,0.9856883461755997
2015-07-20,Stable,0.9851508831218153
2015-07-21,Stable,0.9795816391172838
2015-07-22,Stable,0.9680953696957019
2015-07-23,Stable,0.9552041711767739
2015-07-24,Stable,0.9207109358954747
2015-07-27,Stable,0.8941479942878965
2015-07-28,Stable,0.9258295085217761
2015-07-29,Stable,0.9365232914859293
2015-07-30,Stable,0.9466472507114623
2015-07-31,Stable,0.936033579245551
2015-08-03,Stable,0.9513142088187434
2015-08-04,Stable,0.9525160870463101
2015-08-05,Stable,0.9482503858880493
2015-08-06,Stable,0.936250341427724
2015-08-07,Stable,0.8942427867979833
2015-08-10,Stable,0.7872939038566512
2015-08-11,Stable,0.58789475014784
2015-08-12,Stable,0.577751528553428
2015-08-13,Stable,0.5456133830338227
2015-08-14,Stable,0.5831479696655028
2015-08-17,Stable,0.522713785937665
2015-08-18,Stable,0.5291913920013488
2015-08-19,Stable,0.6076035896591891
2015-08-20,Transitional,0.8140388074521218
2015-08-21,Transitional,0.9161817385980421
2015-08-24,Transitional,0.9241656689926607
2015-08-25,Transitional,0.8751140623158502
2015-08-26,Transitional,0.7712504665070341
2015-08-27,Transitional,0.734607086864545
2015-08-28,Transitional,0.7451509506491963
2015-08-31,Transitional,0.8088373333668025
