date,regime_label,regime_probability
2014-10-07,Stable,1.0
2014-10-08,Stable,0.9950974737168288
2014-10-09,Stable,0.9857186737240626
2014-10-10,Stable,0.9836462156216172
2014-10-13,Stable,0.9881956068335583
2014-10-14,Stable,0.9886484414875091
2014-10-16,Stable,0.9853334129919578
2014-10-17,Stable,0.9892613434910263
2014-10-20,Stable,0.9897028170074722
2014-10-21,Stable,0.9928148911823504
2014-10-22,Stable,0.9938869773281912
2014-10-27,Stable,0.9945321446752492
2014-10-28,Stable,0.9933304736011
2014-10-29,Stable,0.9899149040475455
2014-10-30,Stable,0.9848472870770141
2014-10-31,Stable,0.9782234595774437
2014-11-03,Stable,0.9895738196012297
2014-11-05,Stable,0.9945051493648783
2014-11-07,Stable,0.9966061734929623
2014-11-10,Stable,0.9976092317779813
2014-11-11,Stable,0.9980129865142792
2014-11-12,Stable,0.9981040202349475
2014-11-13,Stable,0.9980925463818241
2014-11-14,Stable,0.9980982345231272
2014-11-17,Stable,0.9980279144785339
2014-11-18,Stable,0.9979668572538934
2014-11-19,Stable,0.9976194627289005
2014-11-20,Stable,0.9975083925628643
2014-11-21,Stable,0.9967556821746502
2014-11-24,Stable,0.9970158978110282
2014-11-25,Stable,0.9970180251479686
2014-11-26,Stable,0.9973568685819905
2014-11-27,Stable,0.9969964289792927
2014-11-28,Stable,0.9956756221764554
2014-12-01,Stable,0.9948292268129955
2014-12-02,Stable,0.9931623872983004
2014-12-03,Stable,0.9896817715417688
2014-12-04,Stable,0.9808530442016373
2014-12-05,Stable,0.9616465827953817
2014-12-08,Stable,0.92363912863595
2014-12-09,Stable,0.8995415396360501
2014-12-10,Stable,0.884550189167944
2014-12-11,Stable,0.8416751696162518
2014-12-12,Stable,0.7874723230999721
2014-12-15,Stable,0.7270528951623726
2014-12-16,Stable,0.5869836637882462
2014-12-17,Stable,0.5885935791942221
2014-12-18,Stable,0.5637643092318584
2014-12-19,Stable,0.5630484463191817
2014-12-22,Stable,0.5491284824079293
2014-12-23,Stable,0.5359960400476455
2014-12-24,Stable,0.507838121409305
2014-12-30,Stable,0.5139769786836391
2014-12-31,Stable,0.5642223517876223
2015-01-02,Stable,0.6851172915117403
2015-01-05,Stable,0.7681010598212145
2015-01-06,Transitional,0.9568066042220551
2015-01-07,Transitional,0.8317411008190755
2015-01-08,Transitional,0.7745883481673541
2015-01-09,Transitional,0.6992433929307584
2015-01-12,Transitional,0.6630734324061979
2015-01-13,Transitional,0.6566601479501806
2015-01-14,Transitional,0.6678330323209863
2015-01-15,Transitional,0.7102756587233627
2015-01-16,Stable,0.504482188539078
2015-01-19,Stable,0.5951616191329223
2015-01-20,Stable,0.6344920338110678
2015-01-21,Stable,0.800976879774595
2015-01-22,Stable,0.8755140845853635
2015-01-23,Stable,0.908343118430152
2015-01-27,Stable,0.9313251070294024
2015-01-28,Stable,0.948980093491342
2015-01-29,Stable,0.953354557650253
2015-01-30,Stable,0.9484719899460348
