sector,week,return_5d,return_10d,speech_count,return_time
Auto,2023-08-07/2023-08-13,-0.012674124685526249,0.0021262193121016,1,~1 Week
Auto,2023-08-21/2023-08-27,0.044235484907763696,0.06321290706910696,3,~1 Week
Auto,2023-09-04/2023-09-10,0.019378154128542102,0.01608246477204795,1,~1 Week
Auto,2023-09-11/2023-09-17,-0.0032269495056437498,-0.0217199550138096,1,~2 Weeks
Auto,2023-09-18/2023-09-24,0.00204242523860855,-0.0261458782435917,3,~2 Weeks
Auto,2023-09-25/2023-10-01,-0.024994845609494026,0.005791730983720924,4,~1 Week
Auto,2023-10-02/2023-10-08,0.0012620575268490128,0.030580216798011,4,~2 Weeks
Auto,2023-10-09/2023-10-15,0.037735307414754435,0.01698052868385285,4,~1 Week
Auto,2023-10-16/2023-10-22,-0.027194130347534144,-0.04091844810976297,7,~1 Week
Auto,2023-10-23/2023-10-29,-0.017278778894691614,-0.0024522116015166006,4,~1 Week
Auto,2023-10-30/2023-11-05,0.01744371407588935,0.0406688475787815,2,1-2 Weeks
Auto,2023-11-06/2023-11-12,0.023220866902582325,0.03201355829006854,10,~1 Week
Auto,2023-11-13/2023-11-19,0.012936989496365528,0.0339611530547108,9,1-2 Weeks
Auto,2023-11-20/2023-11-26,0.01963389018309649,0.03168723209078498,6,1-2 Weeks
Auto,2023-11-27/2023-12-03,0.02018758171338622,0.008706729307900545,9,~1 Week
Auto,2023-12-04/2023-12-10,-0.009621600953857333,-0.020811600564176132,3,1-2 Weeks
Auto,2023-12-18/2023-12-24,0.03469391927673875,0.02193508819672575,1,~1 Week
Auto,2023-12-25/2023-12-31,-0.0210460474310886,-0.012391793958378798,1,~1 Week
Auto,2024-01-08/2024-01-14,0.0183566941038314,-0.0040413748012509,1,~1 Week
Auto,2024-01-15/2024-01-21,-0.006888371660208284,0.04980822782817864,3,~2 Weeks
Auto,2024-01-22/2024-01-28,0.05975303694691675,0.0689207495528323,1,~1 Week
Auto,2024-01-29/2024-02-04,0.0086756135679865,0.060924964147185054,1,~2 Weeks
Auto,2024-02-05/2024-02-11,-0.0004998789709022497,0.0413479052524848,2,~2 Weeks
Auto,2024-02-12/2024-02-18,0.04145362901799705,0.03899787098713128,6,~1 Week
Auto,2024-02-19/2024-02-25,-0.012581854568484612,0.005904819742759825,4,~1 Week
Auto,2024-02-26/2024-03-03,0.0043932642343103255,-0.012581829916089627,4,~2 Weeks
Auto,2024-03-04/2024-03-10,-0.02705861164583665,0.014360769955025126,2,~1 Week
Auto,2024-03-25/2024-03-31,0.018211794775341576,0.02593444700010515,2,~1 Week
Auto,2024-04-01/2024-04-07,0.015027996765562327,0.011066796551539328,7,~1 Week
Auto,2024-04-15/2024-04-21,0.029076503775098322,0.031533894768021396,2,~1 Week
Auto,2024-04-29/2024-05-05,0.01411616613461735,0.022487423253083047,2,1-2 Weeks
Auto,2024-05-06/2024-05-12,0.010715368940794718,0.03661497815725059,3,~2 Weeks
